kerndaten_id,uid,pid,tstamp,crdate,cruser_id,a0,a1,a2,a3,a5,a6,a7a,a7b,a8,a9a,a9b,a9c,a9d,a12a,a12aa,a12b,a12c,a12d,a12e,a12f,a12g,a12h,a12i,a13a,a13b,a13c,a13d,a14a,a14aa,a14b,a14ba,a15a,a15aa,a15b,a15ba,a16a,a16b,a16ba,a17,a18,a19,a20,a21,a22,a23,a24a,a24b,a25,a25a_a,a25a,a25ab,a25ac,a25b,a25c,a26,a27,a28,a25aa,c1,c2,f1,f2a,f2b,f3a,f3b,f4,f5,f6,f7,f8,f9,QID
46,27,1,1474547268,1474547268,5,Mensch (Italiener) [Schädel],"Anatomie, Anthropologie",AIG,384,4; 35; 132; 304; 114,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Italiäner; Itali; Italus,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Moskau, Moskva autonomous city - Rossiya republic - Rossiya - Asia - World","55° 45\' 00\'\' N, 037° 42\' 00\'\' E",tgn:701297,,,,,,"Hiltebrandt, Johann Konrad (1747-1831)",,1790-10-11,1790-10-11,Geschenk,1840 (aus Privatsammlung Blumenbachs),,don. über G. T. von Asch,,"Dissertation Blumenbach (deutsche Ausgabe, 1798,  Verzeichnis, S. 7, Nr. 35);
Spengel (1877): 20f

",,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Italiener, Blumenbach Sammlung Nr. 384 (304); übermittelt durch den Baron v. Asch im Jahre 1790
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2011-05-31,N. Schäfer,2016-09-22,"Corresp. III, Nr. 633, S.334-337",,,,,,Q4739
1007,20,1,1412087075,1412087075,1,Mensch (Italiener: Veneter) [Schädel],"Anatomie, Anthropologie",AIG_Vitrine?_noch nicht identifiziert,385,5; 36; 130; 305; 115,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Venetianer,<i>Homo sapiens</i>,Mensch,Venezianer,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Venezia, Veneto - Italia - Europe - World",,,,,,,,"Michaelis, Gottfried Philipp (1768-1811)",cnp00136180,1793-01-01,1793-12-31,vermutlich Geschenk,,,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,,A. Gehler,2014-09-20,A. Gehler,2014-09-30,,,,,,,Q4679
424,27,1,1478277974,1478277974,5,Mensch (Italiener) [Schädel],"Anatomie, Anthropologie",AIG,386,XXVII; 312; 109,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Italiäner,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Neapel, Napoli province - Campania - Italia - Europe - World","40° 50\' 00\'\' N, 014° 15\' 00\'\' E",tgn:700447,,,,,,"Hausmann, Johann Friedrich Ludwig (1782-1859)",cnp01441932,1819-01-01,1819-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Krt. Nr. 386; Italiener, 2; Bl. 1819; v. Hofr. Hausmann; Ort: aus den Catacomben v. Neapel; alte Sign.: 312
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-04-24,N. Schäfer,2016-11-04,,"Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4671
44,27,1,1441626154,1441626154,5,Mensch (Italiener: Sizilianer) [Schädel],"Anatomie, Anthropologie",AIG,387,IL; 310; 107,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Italiäner,<i>Homo sapiens</i>,Mensch,Sicilianer,,rezent,rezent,,,,,,,,,"Palermo, Palermo province - Sicilia - Italia - Europe - World","38° 08\' 00\'\' N, 013° 23\' 00\'\' E",tgn:700392,,,,,,Heise (????-????) [Kapitän],,1810-01-01,1810-12-31,unbekannt,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Italiener, Schädel aus Palermo; Blumenbach Sammlung Nr. 387 (310); übermittelt durch Kapitän Heise im Jahre 1810;
Schädelbeschriftung eher mit ""1710"" zu deuten, Datum ""1810"" für Eingang sicherlich falsch (auch bei Vergleich mit Cod.Ms.Blumenbach I,4, Eintrag hier sehr spät hinzugefügt);
Verweis bei Spengel (1877) auf beiliegende Marmortafel mit Beschriftung ""V. L Aleius"" offensichtlich falsch, diese gehört zu AIG.401, möglicherweise ist Spengel hier einfach in der Zeile ""verrutscht""
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2011-05-31,N. Schäfer,2015-09-07,,,,,,,Q4683
425,20,1,1412088554,1412088554,1,Mensch (Italiener) [Schädel],"Anatomie, Anthropologie",AIG,389,35b; 307; 118,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Italiäner; Itali,<i>Homo sapiens</i>,"Mensch
",,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Italien, Europe - World","42° 50\' 00\'\' N, 012° 50\' 00\'\' E",tgn:100008,,,,,,"Heine, Ernst Friedrich Wilhelm (1770-1833)",,,,vermutlich Geschenk,,,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Krt. Nr. 389; Italiener; Bl.; v. Hofmed. Heine, Hann.; alte Sign.: 307; (zu den Angaben vergl. Schaaffhausen S. 20)
","L. Numberger-Thuy, M. Schultz, A. Gehler",2012-09-03,A. Gehler,2014-09-30,,,,,,,Q4688
426,20,1,1412758822,1412758822,1,Mensch (Schotte) [Schädel],"Anatomie, Anthropologie",AIG,390,IV; 279; 84,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Scotch Highlander,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Schottland, United Kingdom - Europe - World","57° 00\' 00\'\' N, 004° 00\' 00\'\' W",tgn:700244,,,,,,"Mackenzie, George Steuart (1780-1848)",cnp01350614,1828-01-01,1828-12-31,unbekannt,,,,,Spengel (1877): 14f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Krt. Nr. 390; Schotte, c); Bl.; v. Mackenzie; alte Sign.: 279
","L. Numberger-Thuy, M. Schultz, A. Gehler",2012-04-26,A. Gehler,2014-10-08,,,,,,,Q4686
37,27,1,1441627122,1441627122,5,Mensch (Schotte) [Schädel],"Anatomie, Anthropologie",AIG,391,XXXVII; 278; 82,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Schotte,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Kintail, Ross-shire - Schottland",,,,,,,,"Murray, George (Viscount of Fincastle) (1762-1836)",,1829-01-01,1829-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,don. über Helene Ludovika Friederike Blumenbach,,Spengel (1877): 14f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Schotte, Schädel aus Kintail, Rosshire; Blumenbach Sammlung Nr. 391 (278); übermittelt durch den Viscount von Fincastle im Jahre 1829
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2011-05-30,N. Schäfer,2015-09-07,,,,,,,Q4689
427,20,1,1427060803,1427060803,1,(317) Italiener_7_Etrusker,"Anatomie, Anthropologie",AIG,397,317,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Italiener_7_Etrusker,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Volci, Viterbo province - Lazio - Italia - Europe - World","42° 25\' 00\'\' N, 011° 35\' 00\'\' E",tgn:701553,,,,,,"Kolb, Karl von (1800-1868)",,1833-01-01,1833-12-31,vermutlich Geschenk,,,don. über Legationsrat Reuss [don. Datum prüfen!],,,,nein,,,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,,,0,2,"Krt. Nr. 397; Italiener, 7), Etruscer; Bl. 1833; v. Konsul Kolb in Rom d. Leg. Rat Reuss; Ort: gef. B. Vulci; alte Sign.: 317
","L. Numberger-Thuy, M. Schultz, A. Gehler",2012-04-26,A. Gehler,2015-03-22,,,,,,,Q4687
428,20,1,1412087222,1412087222,1,Mensch (Italiener: Lombarde) [Schädel],"Anatomie, Anthropologie",AIG,398,6; 37; 131; 306; 119,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,"Lombarde, Longobardi",<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Pavia, Lombardia - Italia - Europe - World","45° 07\' 00\'\' N, 009° 08\' 00\'\' E",tgn:700315,,,,,,"Michaelis, Gottfried Philipp (1768-1811)",cnp00136180,1793-01-01,1793-01-01,Geschenk,,,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Krt. Nr. 398; Italiener, c); Bl. 1796; v. Dr. Michaelis; Ort: Pavia; alte Sign.: 306
","L. Numberger-Thuy, M. Schultz, A. Gehler",2012-05-22,A. Gehler,2014-09-20,,,,,,,Q4695
429,20,1,1412088680,1412088680,1,Mensch (Italiener) [Schädel],"Anatomie, Anthropologie",AIG,399,VIII; 308; 113,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Italiäner; Itali,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Italien, Europe - World","42° 50\' 00\'\' N, 012° 50\' 00\'\' E",tgn:100008,,,,,,"Adler, ? (????-????) [Dr.]",,,,vermutlich Geschenk,,,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Krt. Nr. 399; Italiener, e); Bl.; v. Dr. Adler; alte Sign.: 308
","L. Numberger-Thuy, M. Schultz, A. Gehler",2012-01-01,A. Gehler,2014-09-30,,,,,,,Q4693
430,20,1,1412088611,1412088611,1,Mensch (Franzose: Korse) [Schädel],"Anatomie, Anthropologie",AIG,400,37b; 133; 309; 117,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Corse; Corsi,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Bastia, Haute-Corse - Corsica - France - Europe - World","42° 41\' 00\'\' N, 009° 26\' 00\'\' E",tgn:700835,,,,,,"Miesegaes, Carsten (1767-1846)",cnp00136216,1806-01-01,1806-12-31,vermutlich Geschenk,,,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Krt. Nr. 400; Italiener, ..; Bl. 1806; v. C. D. Misegaes, Bremen; Ort: Bastia auf Corsica; alte Sign.: 309; (zu den Angaben vergl. Schaaffhausen, S. 20)
","L. Numberger-Thuy, M. Schultz, A. Gehler",2012-05-22,A. Gehler,2014-09-30,,,,,,,Q4770
431,27,1,1478275373,1478275373,5,Mensch (Italiener: Römer) [Schädel],"Anatomie, Anthropologie",AIG,401,38; 9d; 311; 108,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,alter Römer; Veteris Romani militis praetoriani,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Roma, Provincia di, Lazio - Italia - Europe - World","41° 58\' 00\'\' N, 012° 40\' 00\'\' E",tgn:700313,,,,,,"Borgia, Stefano (1731-1804)",cnp00833229,1795-01-01,1795-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,"mit dem Schädel wurde eine dabei gefundene Marmortafel die den Namen des Toten ""V. L. ALEIVS"" trug an Blumenbach gesendet (vgl. 00095: 7), diese konnte bisher nicht lokalisiert werden",,"00095: 7;
Spengel (1877): 20",00095: Taf. 32,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"Krt. Nr. 401; Italiener, l); Bl. 1795; von Kardinal Borgia, Rom; Ort: Castrum praetorianum b Rom; alte Sign.: 311; (Hinw. Auf Bl. Decas IV, 32)
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-05-22,N. Schäfer,2016-11-04,,"Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4691
432,27,1,1478277640,1478277640,5,Mensch (Italiener: Etrusker) (Schädel),"Anatomie, Anthropologie",AIG,402,LXXI; 314,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Etrusker,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Tarquinia, Viterbo province - Lazio - Italia - Europe - World","42° 15\' 00\'\' N, 011° 46\' 00\'\' E",tgn:700677,,,,,,"Ludwig I., König von Bayern (1786-1868)",cnp00872459,1834-01-01,1834-12-31,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,,,nein,,,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,3,"nicht bei Spengel?;
Krt. Nr. 402; Italiener, 4), Etruscer; Bl. 1834; v. Ludwig I, König v. Bayern; Ort: Tarquinium; alte Sign.: 314
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-05-23,N. Schäfer,2016-11-04,,"Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4698
433,27,1,1478277686,1478277686,5,Mensch (Italiener: Etrusker) (Schädel),"Anatomie, Anthropologie",AIG,403,LXXI; 313; 111,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Etrusker,"<i>Homo sapiens</i>
","Mensch
",,,rezent,rezent,,,,,,,,,"Tarquinia, Viterbo province - Lazio - Italia - Europe - World","42° 15\' 00\'\' N, 011° 46\' 00\'\' E",tgn:700677,,,,,,"Ludwig I., König von Bayern (1786-1868)",cnp00872459,1834-01-01,1834-12-31,Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Krt. Nr. 403; Italiener, 3); Etrusker; Bl. 1834; v. Ludw. I, König v. Bayern; Ort: Tarquinium; alte Sign.: 313 
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer
",2012-05-23,N. Schäfer,2016-11-04,,"Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4699
434,27,1,1478277450,1478277450,5,Mensch (Italiener: Etrusker) (Schädel),"Anatomie, Anthropologie",AIG,404,LXIX; 315; 112,,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Etrusker,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Tarquinia, Viterbo province - Lazio - Italia - Europe - World","42° 15\' 00\'\' N, 011° 46\' 00\'\' E",tgn:700677,,,,,,"Bunsen, Christian Karl Josias von (1791-1860)",cnp01435692,1833-01-01,1833-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,Spengel (1877): 20f,,nein,"Spengel, J.W. (1877): Die von Blumenbach gegründete anthropologische Sammlung der Universität Göttingen. Aufgenommen im Jahre 1874. [In:] Schaafhausen, H. (Hrsg.): Die Anthropologischen Sammlungen Deutschlands. Ein Verzeichnis des in Deutschland vorhandenen anthropologischen Materials. Nach dem Beschluss der Deutschen Anthropologischen Gesellschaft zusammengestellt unter der Leitung des Vorsitzenden der zu diesem Zwecke ernannten Commission, H. Schaaffhausen. II. Göttingen. VI + 91 S. Braunschweig (Vieweg und Sohn).",,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,2,"Krt. Nr. 404; Italiener, 5), Etrusker; Bl. 1833; v. M. R. Bunsen, Rom; alte Sign.: 315
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-05-23,N. Schäfer,2016-11-04,,"Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4696
435,27,1,1478277530,1478277530,5,Mensch (Italiener: Etrusker) [Schädel],"Anatomie, Anthropologie",AIG,406,316,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Etrusker,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,,,,,,"Tarquinia, Viterbo province - Lazio - Italia - Europe - World","42° 15\' 00\'\' N, 011° 46\' 00\'\' E",tgn:700677,,,,,,"Bunsen, Christian Karl Josias von (1791-1860)",cnp01435692,1833-01-01,1833-12-31,vermutlich Geschenk,1840 (aus Privatsammlung Blumenbachs),,,,,,nein,,,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,die Rechte für die digitalen 2D-Einzelaufnahmen liegen bei der Akademie der Wissenschaften zu Göttingen,,0,18,"nicht bei Spengel?;
Krt. Nr. 406; Italiener, 6), Etrusker; Bl. 1833; v. M. R. Bunsen, Rom; alte Sign.: 316
","L. Numberger-Thuy, M. Schultz, A. Gehler, N. Schäfer",2012-05-23,N. Schäfer,2016-11-04,,"Cod. Ms. Blumenbach I, Nr. 4: 2",,,,,Q4700
436,20,1,1412623637,1412623637,1,(318) Italiener_8,"Anatomie, Anthropologie",AIG,407,318,1,Mammalia: Hominidae: Homo,Säugetiere: Menschenaffen: Menschen,Italiener_8,<i>Homo sapiens</i>,Mensch,,,rezent,rezent,,,,NULL,NULL,NULL,NULL,NULL,"Tusculum, Roma province - Lazio - Italia - Europe - World","41° 48\' 00\'\' N, 012° 42\' 00\'\' E",tgn:700840,,,,,,"Kestner, August (1777-1853)",cnp01441175,1826-08-01,1826-08-31,vermutlich Geschenk,,,,,,,nein,,unvollständig,"Georg-August-Universität Göttingen, Medizinische Fakultät, Zentrum Anatomie (Blumenbachsche Schädelsammlung)",,,,,,,,,Naturalia,,,,0,3,"Krt. Nr. 407; Italiener, 8; Bl. 1826; v. Leg. Rat Kestner; Ort: von Tusculum b. Frascati; alte Sign.: 318
","L. Numberger-Thuy, M. Schultz, A. Gehler",2012-05-24,A. Gehler,2014-10-06,,,,,,,Q4701
